Nom;Famille;Type;ID équipement;Référence constructeur;Date d'installation;Notes;Secteur;Bâtiment;Adresse;Niveau;Salle;Cage d'escalier;Opérationnel/HS;Validation
ANALYSEUR BASSIN INITIATION LT4 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 491;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT4;;Opérationnel;Validé
BAC A SAUMURE 01 LT 3 ELECTROLYSEUR NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 511;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;;LT18;;Opérationnel;Validé
COMPRESSEUR D'AIR FILTRES GRAND BASSIN LT1 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 462;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT1;;Opérationnel;Validé
POMPE 01 PLANCHER CHAUFFANT PISCINE LT1 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 515;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;;LT1;;Hors service;Validé
POMPE CHAUFFAGE 02 FOSSE A PLONGEON LT3 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 471;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT3;;Opérationnel;Validé
ANALYSEUR FOSSE A PLONGEON LT3 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 475;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT3;;Opérationnel;Validé
FILTRE DEFENDER 02 FOSSE A PLONGEON LT3 NIV1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 465;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT3;;Opérationnel;Validé
POMPE INJECTION CHLORE FOSSE À PLONGEON 01 LT3 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 532;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;;;Opérationnel;Validé
ECHANGEUR CHAUFFAGE 01 BASSIN INITIATION LT4 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 488;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT4;;Opérationnel;Validé
POMPE INJECTION ACIDE 01 FOSSE A PLONGEON LT2;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 504;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT2;;Opérationnel;Validé
DEBITMETRE FOSSE A PLONGEON LT3 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 477;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT3;;Opérationnel;Validé
POMPE INJECTION ACIDE 01 BASSIN INITIATION LT2;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 505;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT2;;Opérationnel;Validé
ARMOIRE FILTRATION GRAND BASSIN LT1 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 460;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT1;;Opérationnel;Validé
ECHANGEUR CHAUFFAGE 02 BASSIN INITIATION LT4 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 489;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT4;;Opérationnel;Validé
FILTRE DEFENDER 02 BASSIN INITIATION LT4 NIV1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 481;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT4;;Opérationnel;Validé
FILTRE DEFENDER 01 FOSSE A PLONGEON LT3 NIV1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 464;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT3;;Opérationnel;Validé
ARMOIRE CVC 01 LT1 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 496;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT1;;Opérationnel;Validé
POMPE INJECTION CHLORE BASSIN INITIATION 01 LT3 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SL 533;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;;;;Opérationnel;Validé
UV DECHLORAMINATEUR BASSIN INITIATION LT4 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 495;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT4;;Opérationnel;Validé
FILTRE DEFENDER 02 GRAND BASSIN LT1 NIV1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 446;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT1;;Opérationnel;Validé
POMPE CHAUFFAGE 01 BASSIN INITIATION LT4 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 486;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT4;;Opérationnel;Validé
POMPE CHAUFFAGE 01 GRAND BASSIN LT1 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 454;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT1;;Opérationnel;Validé
POMPE CHAUFFAGE 02 BASSIN INITIATION LT4 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 487;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT4;;Opérationnel;Validé
COMPRESSEUR D'AIR FILTRES FOSSE A PLONGEON LT3 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 478;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT3;;Opérationnel;Validé
ELECTROLYSEUR LT3 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 506;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT3;;Opérationnel;Validé
POMPE FILTRATION 02 GRAND BASSIN LT1 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 450;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT1;;Opérationnel;Validé
DETECTION INNONDATION SOUS PISCINE NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 434;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT3;;Opérationnel;Validé
UV DECHLORAMINATEUR FOSSE A PLONGEON LT3 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 479;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT3;;Opérationnel;Validé
ARMOIRE FILTRATION BASSIN INITIATION LT4 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 492;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT4;;Opérationnel;Validé
POMPE PEDILUVE 01 LT1 NIV100;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 510;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT1;;Opérationnel;Validé
ARMOIRE FILTRATION FOSSE A PLONGEON LT3 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 476;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT3;;Opérationnel;Validé
ECHANGEUR CHAUFFAGE 02 GRAND BASSIN LT1 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 457;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT1;;Opérationnel;Validé
ARMOIRE CVC 02 LT4 NIV 1.00;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 497;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT4;;Opérationnel;Validé
POMPE INJECTION CHLORE 02 GRAND BASSIN LT3;;EQUIPEMENTS TECHNIQUES PISCINE SLII;SLII 503;;;;SLII ESA;Bâtiment Émeraude;53 Impasse des Lilas, 10791 Nice;NIV100;LT3;;Opérationnel;Validé
GROUPE ELECTROGENE;;GROUPE ELECTROGENE;ESA 043;;;;SLII ESA;Bâtiment Les Acacias;177 Rue des Lilas, 35636 Dijon;;;;Opérationnel;Validé
CAISSON EXT PATISSERIE;;EXTRACTION_VMC_INSUFFLATION;EDR 0046;;;;HDCER;Bâtiment Logisphère;1 Chemin de la Liberté, 72527 Bordeaux;Toiture technique 1;;;Opérationnel;Validé
EXTRACTEUR L.T.;;EXTRACTION_VMC_INSUFFLATION;PARAD ADELF 064;;;;CIP MPG;Bâtiment Le Belvédère;164 Impasse de la Paix, 13386 Marseille;PCBC;LT RDJ ;;Opérationnel;Validé
EXTRACTEUR LOCAL TGBT;;EXTRACTION_VMC_INSUFFLATION;PARAD ADELFA 120;;;;CIP MPG;Bâtiment Le Belvédère;164 Impasse de la Paix, 13386 Marseille;Villa principale;;;Opérationnel;Validé
CAISSON EXTRACTION 02;;EXTRACTION_VMC_INSUFFLATION;HDC 024;;;;HDCER;Bâtiment Génération;1 Chemin de la Liberté, 72527 Bordeaux;;Couloir comble 3;;Opérationnel;Validé
EXTRACTION DESENFUMAGE;;EXTRACTION_VMC_INSUFFLATION;WCFC 0006;ALDES;;;WORLD CLASS FITNESS CLUB;Bâtiment Voltaire;188 Avenue de la Paix, 62642 Paris;;;;Opérationnel;Validé
EXT VESTIAIRES1 EDR;;EXTRACTION_VMC_INSUFFLATION;EDR 0066;;;;HDCER;Bâtiment Logisphère;1 Chemin de la Liberté, 72527 Bordeaux;Toiture technique 1;;;Opérationnel;Validé
TOURELLE EXT CUISSON;;EXTRACTION_VMC_INSUFFLATION;EDR 0049;;;;HDCER;Bâtiment Logisphère;1 Chemin de la Liberté, 72527 Bordeaux;Toiture technique 1;;;Opérationnel;Validé
EXTRACTEUR HOTTE CUISINE;;EXTRACTION_VMC_INSUFFLATION;PARAD ADELF 031;;;;CIP MPG;Bâtiment Le Belvédère;164 Impasse de la Paix, 13386 Marseille;Villa B;LT S1;;Opérationnel;Validé
EXTRACTEUR SAS PISCINE INTERIEUR;;EXTRACTION_VMC_INSUFFLATION;PARAD ADELF 103;;;;CIP MPG;Bâtiment Le Belvédère;164 Impasse de la Paix, 13386 Marseille;Villa principale;LT VMC;;Opérationnel;Validé
EXTRACTEUR;;EXTRACTION_VMC_INSUFFLATION;FELIX 50;;;;HDCER;Bâtiment Pôle Innovation;1 Chemin de la Liberté, 72527 Bordeaux;;;;Opérationnel;Validé
EXT VMC FITNESS;;EXTRACTION_VMC_INSUFFLATION;DIVERS 016;;;;HDCER;Bâtiment Nova;1 Chemin de la Liberté, 72527 Bordeaux;;;;Opérationnel;Validé
EXTRACTEUR VMC LOGEMENTS;;EXTRACTION_VMC_INSUFFLATION;Mona 308;;;;CIP MPG;Bâtiment Horizon;71 Avenue des Lilas, 57883 Marseille;;;;Opérationnel;Validé
CAISSON EXTRACTION 03;;EXTRACTION_VMC_INSUFFLATION;HDC 025;;;;HDCER;Bâtiment Génération;1 Chemin de la Liberté, 72527 Bordeaux;;Couloir comble 3;;Opérationnel;En attente
EXTRACTEUR SALLE DE JEUX;;EXTRACTION_VMC_INSUFFLATION;PARAD ADELF 055;;;;CIP MPG;Bâtiment Le Belvédère;164 Impasse de la Paix, 13386 Marseille;MEPH;RDJ ;;Opérationnel;Validé
